Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Longitude,Latitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
art-graphique-et-patrimoine,Art Graphique et Patrimoine,"Art Graphique et Patrimoine est une entreprise spécialisée dans le patrimoine culturel, historique et monumental. Ses départements photogrammétrie et multimédia offrent leurs services à tous les acteurs du patrimoine.",,,,2.46454,48.821629,15 avenue Jean-Jaurès,94340,Joinville-le-Pont,1994,http://www.artgp.fr,,,,,,,Entreprise
artlab,Artlab,"Le Artlab est un lieu de recherche, de développement et de prototypage rassemblant des artistes et des techniciens dans une démarche créative et collaborative.",,,,2.36669,48.87685,13 rue des Ecluse Saint-Martin,75010,Paris,,http://www.digitalarti.com/blog/artlab,,digitalarti_fr,,,,,Tiers-lieu
arxsys,Arxsys,ArxSys est une société spécialisée dans les solutions d'investigation numérique et propose une application opensource permettant l'analyse de données sur n'importe quel support numérique.,,,,2.36152,48.862,21 rue Charlot,75003,Paris,2009,http://www.arxsys.fr,,ArxSys,,,http://www.linkedin.com/company/1456742,,Entreprise
askalll,Askalll,"Askalll est un réseau social permettant de poser des questions et de les diffuser auprès de la communauté, sur les réseaux sociaux et sur son propre site via un widget, pour découvrir l'opinion des autres.",,,,2.393599,48.871109,24 rue de l'Est,75020,Paris,2012,http://fr.askalll.com,,askalllFR,https://www.facebook.com/askalllFR,https://plus.google.com/100632596372392260046,http://www.linkedin.com/company/2431759,,Entreprise
aspectize,Aspectize,Aspectize propose une nouvelle approche et des outils favorisant le développement accéléré d’applications lourdes en environnement Microsoft.,,,,2.35385,48.8592,28 rue du Temple,75004,Paris,2007,http://aspectize.com,,,,,http://www.linkedin.com/company/237668,,Entreprise
ateme,Ateme,"Ateme fournit des solutions technologiques de compression vidéo pour diffusion web, mobile et TV.",,,,2.216119,48.765401,26 rue Burospace - Route de Gisy,91570,Bièvres,1991,http://www.ateme.com,,,,,http://www.linkedin.com/company/ateme,,Entreprise
audionamix,Audionamix,Audionamix est une société de technologies innovantes spécialisée dans les processus de signalisation audio.,,,,2.37869,48.892029,114 avenue de Flandre,75019,Paris,2003,http://www.audionamix.com,,audionamix,,,http://www.linkedin.com/company/530552,,Entreprise
augure,Augure,Augure propose une plateforme cross-canal permettant aux organisations de surveiller leur réputation on et offline et de gérer leurs relations publiques.,,,,2.31245,48.8746,15 rue de la Baume,75008,Paris,2002,http://www.augure.com,,AugureRepMgmt,https://www.facebook.com/AugureRM,,http://www.linkedin.com/company/67174,,Entreprise
autograf,Autograf,"Autograf est spécialisé dans les arts appliqués et forme de futurs graphistes, infographistes, animateurs 3D, webdesigners, etc.",,,,2.40631,48.858559,35 rue Saint Blaise,75020,Paris,1983,http://www.autograf.fr,,Autograf1,https://www.facebook.com/pages/Autograf/178427048918816,,http://www.linkedin.com/company/2824653,,École
avdice,Avdice,Avdice est une application de recommandation de freelances.,,,,2.32087,48.848579,101 rue de Sèvres,75007,Paris,2011,http://www.avdice.com,,Avdice_official,,,http://www.linkedin.com/company/2752171,,Entreprise
awdio,Awdio,"Awdio est une plateforme de diffusion en streaming de musique 100% live 24h/24, 7j/7. Les lives sont captés et diffusés depuis les meilleurs clubs, lounges et concerts du monde entier.",,,,2.35628,48.887619,33 rue Stephenson,75018,Paris,2008,http://www.awdio.com,,awdio,https://www.facebook.com/awdio,,http://www.linkedin.com/company/215152,,Entreprise
axiatel,Axiatel,Axiatel est une plateforme de vente en ligne de solutions professionnelles à destination des petites et moyennes entreprises.,,,,2.25719,48.90406,130 boulevard de Verdun,92400,Courbevoie,2009,http://www.axiatel.com,,Axiatel,https://www.facebook.com/Axiatel,https://plus.google.com/+axiatel,http://www.linkedin.com/company/112383,,Entreprise
axiz-ebusiness,Axiz eBusiness,"Axiz eBusiness, spécialiste des méthodes webmarketing, accompagne les entreprises dans la mise en oeuvre de leur stratégie de développement commercial.",,,,2.61527,48.694931,1 allée François Villon,77170,Brie-Comte-Robert,2002,http://www.axiz.fr,,axizebusiness,https://www.facebook.com/formation.web.marketing,,http://www.linkedin.com/company/axiz-ebusiness,,Prestataire
ayotle,Ayotle,"Ayotle est une société, experte en vision par ordinateur, qui propose des logiciels et services innovants pour des applications interactives basées sur la capture de mouvements dans l’industrie des médias et du marketing digital.",,,,2.3835,48.825661,15 rue Jean-Baptiste Berlier,75013,Paris,2010,http://www.ayotle.com,,Ayotle,,,http://www.linkedin.com/company/ayotle-sas,,Entreprise
azurever,Azurever,Azurever est une plateforme d'information et de réservation qui agrège automatiquement les produits touristiques et de loisirs issus de nombreux sites tiers.,,,,2.33256,48.869141,2 rue Daunou,75002,Paris,,http://www.azurever.com,,azurever,https://www.facebook.com/azurever,,,,Entreprise
b2b-en-trade,B2B en-Trade,b2b en-Trade réseau professionnel d'échange doté d’un service de courtage qui permet à ses membres d'utiliser leurs produits ou leurs services comme mode de règlement.,,,,2.341908,48.869508,28 place de la Bourse,75002,Paris,2010,http://www.b2b-en-trade.com,,b2b_ENTRADE,,,,,Entreprise
babble-planet,Babble Planet,Babble Planet est une application ludique pour les 6-10 ans se focalisant sur l'apprentissage de l'anglais oral.,,,,2.3725,48.858341,26 rue du Chemin Vert,75011,Paris,2012,http://www.babbleplanet.com,,BabblePlanet,https://www.facebook.com/BabblePlanet,,http://www.linkedin.com/company/2559815,,Entreprise
babyloan,Babyloan,Babyloan est une plateforme communautaire de microcrédit solidaire.,,,,2.3006,48.81591,14 impasse Carnot,92240,Malakoff,2008,http://www.babyloan.org,,babyloan,https://www.facebook.com/Babyloan.org,,http://www.linkedin.com/company/900373,,Entreprise
backelite,Backelite,"Backelite est une agence spécialisée dans le design, la conception et le développement de services mobiles, tablettes et télévisions connectées.",,,,2.32629,48.88068,7 rue de Bucarest,75008,Paris,2006,http://www.backelite.com,,AgenceBackelite,https://www.facebook.com/pages/Agence-Backelite/211793522252484,,http://www.linkedin.com/company/246525,,Prestataire
badtech,Badtech,"Badtech est la société qui édite dismoioù,  plateforme web et mobile de réseautage social géolocalisé qui permet de découvrir de nouvelles adresses et de partager ses expériences.",,,,2.34412,48.869671,33 rue des Jeuneurs,75002,Paris,2007,http://www.dismoiou.fr,,dismoiou,https://www.facebook.com/pages/Dismoio%C3%B9Tellmewhere/223154981105583,,http://www.linkedin.com/company/1184934,,Entreprise
banctec,BancTec,"BancTec propose des solutions et services dans le traitement des documents, du contenu, des moyens de paiement et des informations de votre organisation.",,,,2.622725,48.850766,1 rue de la Mare Blanche,77180,Noisiel,1972,http://www.banctec.fr,,BancTecInc,,,,,Entreprise
banexi-ventures-partners,Banexi Ventures Partners,Banexi Ventures Partners est une société de gestion indépendante qui investit à partir de fonds de venture capital dans des entreprises hightech à fort potentiel de croissance.,,,,2.33599,48.872349,13 rue Taitbout,75009,Paris,,http://www.banexiventures.com,,,,,http://www.linkedin.com/company/137667,,Investisseur
bankeez,Bankeez,"Bankeez est une plateforme sécurisée, web et mobile, qui simplifie toutes les collectes d'argent, entre proches et pour les associations.",,,,2.34238,48.86092,1 rue Bailleul,75001,Paris,2011,http://www.bankeez.com,,Bankeez,https://www.facebook.com/bankeez,,http://www.linkedin.com/company/1809735,,Entreprise
baracoda,Baracoda,Baracoda est spécialisée dans la fourniture de solution de  capture de données connectée pour applications mobiles.,,,,2.231742,48.870461,25 quai Gallieni,92150,Suresnes,2001,http://www.baracoda.com,,Baracoda_Traca,,,http://www.linkedin.com/company/27712,,Entreprise
be-angels,Be Angels,Be Angels est une agence 100% communication digitale et réseaux sociaux.,,,,2.24385,48.83646,52 rue de la Belle Feuille,92100,Boulogne Billancourt,,http://be-angels.fr,,_beangels_,https://www.facebook.com/just.be.angels,,,,Prestataire
bearingpoint,BearingPoint,Cabinet de conseil en management et technologie. Spécialisé en relation client digitale,,,,2.247283458709717,48.88856460553335,Tour Galilée,,La Défense,2013,http://www.bearingpoint.com,patrice.begoc@bearingpoint.com,,,,,,Prestataire
bearstech,Bearstech,"Bearstech est une société coopérative d’ingénieurs spécialisée en infogérance, hébergement et développement d'applications complexes.",,,,2.341578,48.87065,40 passage des Panoramas,75002,Paris,2004,http://www.bearstech.com,,bearstech,,,http://www.linkedin.com/company/288753,,Entreprise
beasty-prod,Beasty Prod,"Beasty Prod est une agence de production et de conseil qui développe des programmes multi-supports, participatifs et communautaires et s'oriente vers de nouvelles façons de raconter l’information, la fiction et la communication.",,,,2.38637,48.859219,151 rue de la Roquette,75011,Paris,,http://www.beastyprod.fr,,Beastyprod,http://fr-fr.facebook.com/beasty.prod.7,,,,Prestataire
beechannels,BeeChannels,"BeeChannels édite et publie Beebac, un réseau social gratuit de partage des savoirs scolaires et professionnels.",,,,2.34803,48.891374,28 rue Eugène Sue,75018,Paris,2007,http://www.beechannels.com,,beechannels,https://www.facebook.com/beechannels,,http://www.linkedin.com/company/2318431,,Entreprise
beepjob,Beepjob,"Beepjob est une application, web et mobile, de diffusion d'annonces d'emploi géolocalisées.",,,,2.22463,48.840302,56 quai Alphonse le Gallo,92100,Boulogne Billancourt,2011,http://www.beepjob.com,,beepjob,https://www.facebook.com/beepjob,,http://www.linkedin.com/company/2137129,,Entreprise
beetween,Beetween,Beetween est une plateforme de recrutement digital qui offre aux entreprises un outil de gestion complet de leur processus de recrutement.,,,,2.23062,48.872742,23 rue Edouard Nieuport,92150,Suresnes,2007,http://www.beetween.com,,recruterdigital,https://www.facebook.com/recrutementdigital.france.7,,http://www.linkedin.com/company/1863051,,Entreprise
believe-digital,Believe Digital,Believe Digital est un distributeur de contenus digitaux et un fournisseur de services pour les artistes et labels indépendants.,,,,2.37066,48.87783,2 place du Colonel Fabien,75019,Paris,2005,http://www.believedigital.com,,Believe_USA,https://www.facebook.com/believedigital,,http://www.linkedin.com/company/167107,,Entreprise
beyond-croissant,Beyond Croissant,Beyond Croissant est une plateforme communautaire de repas chez l'habitant.,,,,2.35773,48.872711,88 rue du Faubourg Saint Martin,75010,Paris,2012,http://www.beyondcroissant.com,,beyondcroissant,https://www.facebook.com/BeyondCroissant,,http://www.linkedin.com/company/2744609,,Entreprise
bge-parif,BGE PaRIF,Les espaces de coworking BGE PaRIF accueillent tout type d’entrepreneur qui souhaite travailler au sein d’une communauté d’entrepreneurs.,,,,2.36606,48.868351,18 rue du Faubourg du Temple,75011,Paris,2012,http://www.bgparif.com,,,,,,,Tiers-lieu
big5media,Big5media,"Big5media est une agence digitale qui conçoit, développe et promeut des applications pour smartphones, tablettes et télévisions connectées.",,,,2.33568,48.8048,3 impasse du Bel Air,94110,Arcueil,,http://www.big5media.com,,big5media,https://www.facebook.com/big5media,,,,Entreprise
bigpoint,Bigpoint,Bigpoint est un développeur de jeux vidéo qui édite un site portail avec des jeux de rôle en ligne dont certains ont la possibilité d'être multijoueurs.,,,,2.28311,48.873032,54 avenue Foch,75008,Paris,2010,http://www.bigpoint.net,,Bigpoint,https://www.facebook.com/pages/Bigpoint/106073496099621,https://plus.google.com/117258632766585080247,http://www.linkedin.com/company/1764951,,Entreprise
blablacar,BlaBlaCar,"BlaBlaCar est le service de covoiturage, web et mobile, édité par Comuto.",,,,2.37971,48.864281,84 avenue de la République,75011,Paris,2004,http://www.covoiturage.fr,,blablacar_fr,https://www.facebook.com/covoiturage.fr,https://plus.google.com/+BlaBlaCarFR,http://www.linkedin.com/company/2479609,,Entreprise
black-sheep-studio,Black Sheep Studio,"Black Sheep est un studio spécialisé dans le développement de jeux vidéos : services, outsourcing, serious games.",,,,2.392446,48.865629,18 rue Soleillet,75020,Paris,2003,http://www.blacksheep-studio.org,,,,,http://www.linkedin.com/company/200159,,Entreprise
blockbase,Blockbase,"Blockbase édite des solutions mobiles pour les professionnels de l'immobilier et de la construction, notamment l'application BulldozAIR.",,,,2.35707,48.868309,48 rue Meslay,75003,Paris,2012,http://www.blockbase.com,,@blockbase,,,http://www.linkedin.com/company/blockbase,,Entreprise
blogspirit,blogSpirit,blogSpirit accompagne les entreprises dans la mise en oeuvre de leurs espaces de dialogue et de participation avec leurs publics et à travers la mise à disposition d'applications de community management associées.,,,,2.30083,48.82233,3 rue Danton,92240,Malakoff,2004,http://www.blogspirit.com,,blogSpirit,,,,,Entreprise
blue-factory,Blue Factory,Blue Factory est l'incubateur de startups d'ESCP Europe dans lequel une trentaine d’entrepreneurs travaillent tous les jours pour créer demain.,,,,2.38142,48.863949,81 avenue de la République,75011,Paris,2003,http://www.blue-factory.eu,,BlueFactory_,https://www.facebook.com/BlueFactoryESCP,,,,Incubateur
blueight,Blueight,"Blueight est une société spécialisée dans linformatique et le développement durable qui propose des service de conseil, d’audit, d’intégration et d’ingénierie.",,,,2.23545,48.83601,150 rue Galliéni,92100,Boulogne-Billancourt,2011,http://www.blueight.com,,,,,,,Prestataire
bluenod,Bluenod,Bluenod est une plateforme en ligne qui permet de visualiser en temps réel les conversations et interactions autour d'un hashtag sur Twitter et de cartographier des communautés.,,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,2012,http://www.bluenod.com,,,,,,,Entreprise
bluenove,Bluenove,Bluenove est une agence conseil pour la stratégie et la mise en œuvre de démarches d'open innovation.,,,,2.23722,48.841164,67 rue d'Aguesseau,92100,Boulogne Billancourt,2008,http://www.bluenove.com,,bluenove,,,http://www.linkedin.com/company/227145,,Prestataire
